date,Q_m3s,hydro_year,hq,V_m3
1994-07-26,0.06,1994,4,5184.0
1994-07-27,0.06,1994,4,5184.0
1994-07-28,0.06,1994,4,5184.0
1994-07-29,0.06,1994,4,5184.0
1994-07-30,0.05,1994,4,4320.0
1994-07-31,0.05,1994,4,4320.0
1994-08-01,0.05,1994,4,4320.0
1994-08-02,0.05,1994,4,4320.0
1994-08-03,0.04,1994,4,3456.0
1994-08-04,0.02,1994,4,1728.0
1994-08-05,0.02,1994,4,1728.0
1994-08-06,0.02,1994,4,1728.0
1994-08-07,0.04,1994,4,3456.0
1994-08-08,0.04,1994,4,3456.0
1994-08-09,0.02,1994,4,1728.0
1994-08-10,0.02,1994,4,1728.0
1994-08-11,0.02,1994,4,1728.0
1994-08-12,0.02,1994,4,1728.0
1994-08-13,0.02,1994,4,1728.0
1994-08-14,0.02,1994,4,1728.0
1994-08-15,0.02,1994,4,1728.0
1994-08-16,0.04,1994,4,3456.0
1994-08-17,0.04,1994,4,3456.0
1994-08-18,0.02,1994,4,1728.0
1994-08-19,0.02,1994,4,1728.0
1994-08-20,0.02,1994,4,1728.0
1994-08-21,0.02,1994,4,1728.0
1994-08-22,0.02,1994,4,1728.0
1994-08-23,0.02,1994,4,1728.0
1994-08-24,0.01,1994,4,864.0
1994-08-25,0.0,1994,4,0.0
1994-08-26,0.0,1994,4,0.0
1994-08-27,0.0,1994,4,0.0
1994-08-28,0.0,1994,4,0.0
1994-08-29,0.0,1994,4,0.0
1994-08-30,0.0,1994,4,0.0
1994-08-31,0.01,1994,4,864.0
1994-09-01,0.01,1994,4,864.0
1994-09-02,0.01,1994,4,864.0
1994-09-03,0.01,1994,4,864.0
1994-09-04,0.01,1994,4,864.0
1994-09-05,0.01,1994,4,864.0
1994-09-06,0.01,1994,4,864.0
1994-09-07,0.01,1994,4,864.0
1994-09-08,0.01,1994,4,864.0
1994-09-09,0.01,1994,4,864.0
1994-09-10,0.02,1994,4,1728.0
1994-09-11,0.01,1994,4,864.0
1994-09-12,0.01,1994,4,864.0
1994-09-13,0.01,1994,4,864.0
1994-09-14,0.01,1994,4,864.0
1994-09-15,0.01,1994,4,864.0
1994-09-16,0.01,1994,4,864.0
1994-09-17,0.01,1994,4,864.0
1994-09-18,0.01,1994,4,864.0
1994-09-19,0.0,1994,4,0.0
1994-09-20,0.0,1994,4,0.0
1994-09-21,0.0,1994,4,0.0
1994-09-22,0.0,1994,4,0.0
1994-09-23,0.01,1994,4,864.0
1994-09-24,0.01,1994,4,864.0
1994-09-25,0.0,1994,4,0.0
1994-09-26,0.0,1994,4,0.0
1994-09-27,0.0,1994,4,0.0
1994-09-28,0.0,1994,4,0.0
1994-09-29,0.04,1994,4,3456.0
1994-09-30,0.06,1994,4,5184.0
1994-10-01,0.07,1995,1,6048.000000000001
1994-10-02,0.06,1995,1,5184.0
1994-10-03,0.05,1995,1,4320.0
1994-10-04,0.06,1995,1,5184.0
1994-10-05,0.06,1995,1,5184.0
1994-10-06,0.05,1995,1,4320.0
1994-10-07,0.08,1995,1,6912.0
1994-10-08,0.07,1995,1,6048.000000000001
1994-10-09,0.08,1995,1,6912.0
1994-10-10,0.08,1995,1,6912.0
1994-10-11,0.08,1995,1,6912.0
1994-10-12,0.1,1995,1,8640.0
1994-10-13,0.12,1995,1,10368.0
1994-10-14,0.4,1995,1,34560.0
1994-10-15,0.4,1995,1,34560.0
1994-10-16,0.46,1995,1,39744.0
1994-10-17,0.51,1995,1,44064.0
1994-10-18,0.51,1995,1,44064.0
1994-10-19,0.57,1995,1,49247.99999999999
1994-10-20,0.4,1995,1,34560.0
1994-10-21,0.12,1995,1,10368.0
1994-10-22,0.07,1995,1,6048.000000000001
1994-10-23,0.28,1995,1,24192.000000000004
1994-10-24,0.46,1995,1,39744.0
1994-10-25,0.46,1995,1,39744.0
1994-10-26,0.46,1995,1,39744.0
1994-10-27,0.46,1995,1,39744.0
1994-10-28,0.46,1995,1,39744.0
1994-10-29,0.46,1995,1,39744.0
1994-10-30,0.16,1995,1,13824.0
1994-10-31,0.09,1995,1,7776.0
1994-11-01,0.07,1995,1,6048.000000000001
1994-11-02,0.07,1995,1,6048.000000000001
1994-11-03,0.09,1995,1,7776.0
1994-11-04,0.09,1995,1,7776.0
1994-11-05,0.09,1995,1,7776.0
1994-11-06,0.09,1995,1,7776.0
1994-11-07,0.34,1995,1,29376.000000000004
1994-11-08,0.93,1995,1,80352.0
1994-11-09,1.83,1995,1,158112.0
1994-11-10,2.3,1995,1,198719.99999999997
1994-11-11,2.94,1995,1,254016.0
1994-11-12,3.42,1995,1,295488.0
1994-11-13,3.1,1995,1,267840.0
1994-11-14,2.94,1995,1,254016.0
1994-11-15,2.78,1995,1,240191.99999999997
1994-11-16,2.21,1995,1,190944.0
1994-11-17,1.54,1995,1,133056.0
1994-11-18,1.45,1995,1,125280.0
1994-11-19,1.45,1995,1,125280.0
1994-11-20,1.29,1995,1,111456.0
1994-11-21,1.29,1995,1,111456.0
1994-11-22,1.54,1995,1,133056.0
1994-11-23,1.54,1995,1,133056.0
1994-11-24,1.35,1995,1,116640.00000000001
1994-11-25,1.73,1995,1,149472.0
1994-11-26,2.02,1995,1,174528.0
1994-11-27,1.35,1995,1,116640.00000000001
1994-11-28,1.54,1995,1,133056.0
1994-11-29,1.35,1995,1,116640.00000000001
1994-11-30,1.11,1995,1,95904.00000000001
1994-12-01,1.05,1995,1,90720.0
1994-12-02,0.75,1995,1,64800.0
1994-12-03,0.57,1995,1,49247.99999999999
1994-12-04,0.46,1995,1,39744.0
1994-12-05,0.46,1995,1,39744.0
1994-12-06,0.12,1995,1,10368.0
1994-12-07,0.09,1995,1,7776.0
1994-12-08,0.16,1995,1,13824.0
1994-12-09,0.16,1995,1,13824.0
1994-12-10,0.07,1995,1,6048.000000000001
1994-12-11,0.09,1995,1,7776.0
1994-12-12,0.16,1995,1,13824.0
1994-12-13,0.16,1995,1,13824.0
1994-12-14,0.12,1995,1,10368.0
1994-12-15,0.28,1995,1,24192.000000000004
1994-12-16,0.4,1995,1,34560.0
1994-12-17,0.22,1995,1,19008.0
1994-12-18,0.12,1995,1,10368.0
1994-12-19,0.16,1995,1,13824.0
1994-12-20,0.09,1995,1,7776.0
1994-12-21,0.07,1995,1,6048.000000000001
1994-12-22,0.09,1995,1,7776.0
1994-12-23,0.09,1995,1,7776.0
1994-12-24,0.09,1995,1,7776.0
1994-12-25,0.07,1995,1,6048.000000000001
1994-12-26,0.22,1995,1,19008.0
1994-12-27,0.4,1995,1,34560.0
1994-12-28,0.12,1995,1,10368.0
1994-12-29,0.07,1995,1,6048.000000000001
1994-12-30,0.12,1995,1,10368.0
1994-12-31,0.09,1995,1,7776.0
1995-01-01,0.07,1995,2,6048.000000000001
1995-01-02,0.07,1995,2,6048.000000000001
1995-01-03,0.12,1995,2,10368.0
1995-01-04,0.4,1995,2,34560.0
1995-01-05,0.4,1995,2,34560.0
1995-01-06,0.22,1995,2,19008.0
1995-01-07,0.34,1995,2,29376.000000000004
1995-01-08,0.28,1995,2,24192.000000000004
1995-01-09,0.4,1995,2,34560.0
1995-01-10,0.99,1995,2,85536.0
1995-01-11,0.81,1995,2,69984.0
1995-01-12,0.34,1995,2,29376.000000000004
1995-01-13,0.46,1995,2,39744.0
1995-01-14,0.4,1995,2,34560.0
1995-01-15,0.12,1995,2,10368.0
1995-01-16,0.22,1995,2,19008.0
1995-01-17,0.46,1995,2,39744.0
1995-01-18,0.12,1995,2,10368.0
1995-01-19,0.09,1995,2,7776.0
1995-01-20,0.07,1995,2,6048.000000000001
1995-01-21,0.12,1995,2,10368.0
1995-01-22,0.09,1995,2,7776.0
1995-01-23,0.16,1995,2,13824.0
1995-01-24,0.09,1995,2,7776.0
1995-01-25,0.05,1995,2,4320.0
1995-01-26,0.05,1995,2,4320.0
1995-01-27,0.63,1995,2,54432.0
1995-01-28,0.22,1995,2,19008.0
1995-01-29,0.63,1995,2,54432.0
1995-01-30,0.99,1995,2,85536.0
1995-01-31,0.51,1995,2,44064.0
1995-02-01,0.46,1995,2,39744.0
1995-02-02,0.81,1995,2,69984.0
1995-02-03,1.17,1995,2,101088.0
1995-02-04,1.29,1995,2,111456.0
1995-02-05,1.45,1995,2,125280.0
1995-02-06,1.92,1995,2,165888.0
1995-02-07,1.92,1995,2,165888.0
1995-02-08,1.73,1995,2,149472.0
1995-02-09,1.73,1995,2,149472.0
1995-02-10,1.73,1995,2,149472.0
1995-02-11,1.83,1995,2,158112.0
1995-02-12,0.81,1995,2,69984.0
1995-02-13,0.22,1995,2,19008.0
1995-02-14,0.75,1995,2,64800.0
1995-02-15,0.63,1995,2,54432.0
1995-02-16,0.63,1995,2,54432.0
1995-02-17,0.69,1995,2,59615.99999999999
1995-02-18,0.63,1995,2,54432.0
1995-02-19,0.34,1995,2,29376.000000000004
1995-02-20,0.34,1995,2,29376.000000000004
1995-02-21,0.12,1995,2,10368.0
1995-02-22,0.12,1995,2,10368.0
1995-02-23,0.34,1995,2,29376.000000000004
1995-02-24,0.04,1995,2,3456.0
1995-02-25,0.03,1995,2,2592.0
1995-02-26,0.03,1995,2,2592.0
1995-02-27,0.03,1995,2,2592.0
1995-02-28,0.02,1995,2,1728.0
1995-03-01,0.02,1995,2,1728.0
1995-03-02,0.02,1995,2,1728.0
1995-03-03,0.02,1995,2,1728.0
1995-03-04,0.02,1995,2,1728.0
1995-03-05,0.01,1995,2,864.0
1995-03-06,0.01,1995,2,864.0
1995-03-07,0.01,1995,2,864.0
1995-03-08,0.01,1995,2,864.0
1995-03-09,0.01,1995,2,864.0
1995-03-10,0.01,1995,2,864.0
1995-03-11,0.02,1995,2,1728.0
1995-03-12,0.02,1995,2,1728.0
1995-03-13,0.02,1995,2,1728.0
1995-03-14,0.02,1995,2,1728.0
1995-03-15,0.02,1995,2,1728.0
1995-03-16,0.02,1995,2,1728.0
1995-03-17,0.02,1995,2,1728.0
1995-03-18,0.02,1995,2,1728.0
1995-03-19,0.02,1995,2,1728.0
1995-03-20,0.02,1995,2,1728.0
1995-03-21,0.02,1995,2,1728.0
1995-03-22,0.02,1995,2,1728.0
1995-03-23,0.03,1995,2,2592.0
1995-03-24,0.03,1995,2,2592.0
1995-03-25,0.03,1995,2,2592.0
1995-03-26,0.04,1995,2,3456.0
1995-03-27,0.04,1995,2,3456.0
1995-03-28,0.04,1995,2,3456.0
1995-03-29,0.04,1995,2,3456.0
1995-03-30,0.03,1995,2,2592.0
1995-03-31,0.03,1995,2,2592.0
1995-04-01,0.03,1995,3,2592.0
1995-04-02,0.03,1995,3,2592.0
1995-04-03,0.03,1995,3,2592.0
1995-04-04,0.03,1995,3,2592.0
1995-04-05,0.03,1995,3,2592.0
1995-04-06,0.03,1995,3,2592.0
1995-04-07,0.03,1995,3,2592.0
1995-04-08,0.03,1995,3,2592.0
1995-04-09,0.03,1995,3,2592.0
1995-04-10,0.03,1995,3,2592.0
1995-04-11,0.03,1995,3,2592.0
1995-04-12,0.03,1995,3,2592.0
1995-04-13,0.03,1995,3,2592.0
1995-04-14,0.03,1995,3,2592.0
1995-04-15,0.03,1995,3,2592.0
1995-04-16,0.03,1995,3,2592.0
1995-04-17,0.03,1995,3,2592.0
1995-04-18,0.03,1995,3,2592.0
1995-04-19,0.03,1995,3,2592.0
1995-04-20,0.03,1995,3,2592.0
1995-04-21,0.03,1995,3,2592.0
1995-04-22,0.03,1995,3,2592.0
1995-04-23,0.04,1995,3,3456.0
1995-04-24,0.04,1995,3,3456.0
1995-04-25,0.04,1995,3,3456.0
1995-04-26,0.03,1995,3,2592.0
1995-04-27,0.04,1995,3,3456.0
1995-04-28,0.04,1995,3,3456.0
1995-04-29,0.04,1995,3,3456.0
1995-04-30,0.03,1995,3,2592.0
1995-05-01,0.03,1995,3,2592.0
1995-05-02,0.03,1995,3,2592.0
1995-05-03,0.03,1995,3,2592.0
1995-05-04,0.03,1995,3,2592.0
1995-05-05,0.03,1995,3,2592.0
1995-05-06,0.03,1995,3,2592.0
1995-05-07,0.03,1995,3,2592.0
1995-05-08,0.04,1995,3,3456.0
1995-05-09,0.04,1995,3,3456.0
1995-05-10,0.05,1995,3,4320.0
1995-05-11,0.05,1995,3,4320.0
1995-05-12,0.07,1995,3,6048.000000000001
1995-05-13,0.09,1995,3,7776.0
1995-05-14,0.09,1995,3,7776.0
1995-05-15,0.09,1995,3,7776.0
1995-05-16,0.09,1995,3,7776.0
1995-05-17,0.07,1995,3,6048.000000000001
1995-05-18,0.07,1995,3,6048.000000000001
1995-05-19,0.07,1995,3,6048.000000000001
1995-05-20,0.05,1995,3,4320.0
1995-05-21,0.05,1995,3,4320.0
1995-05-22,0.07,1995,3,6048.000000000001
1995-05-23,0.07,1995,3,6048.000000000001
1995-05-24,0.04,1995,3,3456.0
1995-05-25,0.01,1995,3,864.0
1995-05-26,0.0,1995,3,0.0
1995-05-27,0.0,1995,3,0.0
1995-05-28,0.0,1995,3,0.0
1995-05-29,0.0,1995,3,0.0
1995-05-30,0.0,1995,3,0.0
1995-05-31,0.0,1995,3,0.0
1995-06-01,0.0,1995,3,0.0
1995-06-02,0.0,1995,3,0.0
1995-06-03,0.0,1995,3,0.0
1995-06-04,0.0,1995,3,0.0
1995-06-05,0.0,1995,3,0.0
1995-06-06,0.0,1995,3,0.0
1995-06-07,0.03,1995,3,2592.0
1995-06-08,0.03,1995,3,2592.0
1995-06-09,0.03,1995,3,2592.0
1995-06-10,0.03,1995,3,2592.0
1995-06-11,0.03,1995,3,2592.0
1995-06-12,0.04,1995,3,3456.0
1995-06-13,0.16,1995,3,13824.0
1995-06-14,0.4,1995,3,34560.0
1995-06-15,0.12,1995,3,10368.0
1995-06-16,0.07,1995,3,6048.000000000001
1995-06-17,0.04,1995,3,3456.0
1995-06-18,0.03,1995,3,2592.0
1995-06-19,0.02,1995,3,1728.0
1995-06-20,0.02,1995,3,1728.0
1995-06-21,0.01,1995,3,864.0
1995-06-22,0.01,1995,3,864.0
1995-06-23,0.01,1995,3,864.0
1995-06-24,0.01,1995,3,864.0
1995-06-25,0.01,1995,3,864.0
1995-06-26,0.01,1995,3,864.0
1995-06-27,0.01,1995,3,864.0
1995-06-28,0.01,1995,3,864.0
1995-06-29,0.01,1995,3,864.0
1995-06-30,0.01,1995,3,864.0
1995-07-01,0.0,1995,4,0.0
1995-07-02,0.0,1995,4,0.0
1995-07-03,0.0,1995,4,0.0
1995-07-04,0.0,1995,4,0.0
1995-07-05,0.01,1995,4,864.0
1995-07-06,0.01,1995,4,864.0
1995-07-07,0.01,1995,4,864.0
1995-07-08,0.01,1995,4,864.0
1995-07-09,0.01,1995,4,864.0
1995-07-10,0.01,1995,4,864.0
1995-07-11,0.04,1995,4,3456.0
1995-07-12,0.02,1995,4,1728.0
1995-07-13,0.02,1995,4,1728.0
1995-07-14,0.01,1995,4,864.0
1995-07-15,0.01,1995,4,864.0
1995-07-16,0.03,1995,4,2592.0
1995-07-17,0.04,1995,4,3456.0
1995-07-18,0.02,1995,4,1728.0
1995-07-19,0.02,1995,4,1728.0
1995-07-20,0.02,1995,4,1728.0
1995-07-21,0.02,1995,4,1728.0
1995-07-22,0.03,1995,4,2592.0
1995-07-23,0.03,1995,4,2592.0
1995-07-24,0.03,1995,4,2592.0
1995-07-25,0.03,1995,4,2592.0
1995-07-26,0.03,1995,4,2592.0
1995-07-27,0.03,1995,4,2592.0
1995-07-28,0.03,1995,4,2592.0
1995-07-29,0.02,1995,4,1728.0
1995-07-30,0.02,1995,4,1728.0
1995-07-31,0.02,1995,4,1728.0
1995-08-01,0.02,1995,4,1728.0
1995-08-02,0.01,1995,4,864.0
1995-08-03,0.01,1995,4,864.0
1995-08-04,0.01,1995,4,864.0
1995-08-05,0.01,1995,4,864.0
1995-08-06,0.01,1995,4,864.0
1995-08-07,0.01,1995,4,864.0
1995-08-08,0.01,1995,4,864.0
1995-08-09,0.01,1995,4,864.0
1995-08-10,1.11,1995,4,95904.00000000001
1995-08-11,1.35,1995,4,116640.00000000001
1995-08-12,0.93,1995,4,80352.0
1995-08-13,0.04,1995,4,3456.0
1995-08-14,0.04,1995,4,3456.0
1995-08-15,0.04,1995,4,3456.0
1995-08-16,0.04,1995,4,3456.0
1995-08-17,0.03,1995,4,2592.0
1995-08-18,0.03,1995,4,2592.0
1995-08-19,0.03,1995,4,2592.0
1995-08-20,0.03,1995,4,2592.0
1995-08-21,0.03,1995,4,2592.0
1995-08-22,0.03,1995,4,2592.0
1995-08-23,0.03,1995,4,2592.0
1995-08-24,0.03,1995,4,2592.0
1995-08-25,0.09,1995,4,7776.0
1995-08-26,0.05,1995,4,4320.0
1995-08-27,0.02,1995,4,1728.0
1995-08-28,0.02,1995,4,1728.0
1995-08-29,0.04,1995,4,3456.0
1995-08-30,0.02,1995,4,1728.0
1995-08-31,0.03,1995,4,2592.0
1995-09-01,0.04,1995,4,3456.0
1995-09-02,0.03,1995,4,2592.0
1995-09-03,0.03,1995,4,2592.0
1995-09-04,0.03,1995,4,2592.0
1995-09-05,0.03,1995,4,2592.0
1995-09-06,0.03,1995,4,2592.0
1995-09-07,0.02,1995,4,1728.0
1995-09-08,0.02,1995,4,1728.0
1995-09-09,0.03,1995,4,2592.0
1995-09-10,0.03,1995,4,2592.0
1995-09-11,0.03,1995,4,2592.0
1995-09-12,0.02,1995,4,1728.0
1995-09-13,0.02,1995,4,1728.0
1995-09-14,0.03,1995,4,2592.0
1995-09-15,0.05,1995,4,4320.0
1995-09-16,0.05,1995,4,4320.0
1995-09-17,0.07,1995,4,6048.000000000001
1995-09-18,0.07,1995,4,6048.000000000001
1995-09-19,0.04,1995,4,3456.0
1995-09-20,0.02,1995,4,1728.0
1995-09-21,0.02,1995,4,1728.0
1995-09-22,0.03,1995,4,2592.0
1995-09-23,0.04,1995,4,3456.0
1995-09-24,0.05,1995,4,4320.0
1995-09-25,0.03,1995,4,2592.0
1995-09-26,0.03,1995,4,2592.0
1995-09-27,0.03,1995,4,2592.0
1995-09-28,0.04,1995,4,3456.0
1995-09-29,0.03,1995,4,2592.0
1995-09-30,0.02,1995,4,1728.0
1995-10-01,0.04,1996,1,3456.0
1995-10-02,0.04,1996,1,3456.0
1995-10-03,0.01,1996,1,864.0
1995-10-04,0.02,1996,1,1728.0
1995-10-05,0.03,1996,1,2592.0
1995-10-06,0.03,1996,1,2592.0
1995-10-07,0.03,1996,1,2592.0
1995-10-08,0.03,1996,1,2592.0
1995-10-09,0.02,1996,1,1728.0
1995-10-10,0.02,1996,1,1728.0
1995-10-11,0.01,1996,1,864.0
1995-10-12,0.01,1996,1,864.0
1995-10-13,0.01,1996,1,864.0
1995-10-14,0.01,1996,1,864.0
1995-10-15,0.01,1996,1,864.0
1995-10-16,0.01,1996,1,864.0
1995-10-17,0.01,1996,1,864.0
1995-10-18,0.01,1996,1,864.0
1995-10-19,0.01,1996,1,864.0
1995-10-20,0.01,1996,1,864.0
1995-10-21,0.01,1996,1,864.0
1995-10-22,0.01,1996,1,864.0
1995-10-23,0.01,1996,1,864.0
1995-10-24,0.01,1996,1,864.0
1995-10-25,0.01,1996,1,864.0
1995-10-26,0.01,1996,1,864.0
1995-10-27,0.01,1996,1,864.0
1995-10-28,0.01,1996,1,864.0
1995-10-29,0.01,1996,1,864.0
1995-10-30,0.01,1996,1,864.0
1995-10-31,0.01,1996,1,864.0
1995-11-01,0.01,1996,1,864.0
1995-11-02,0.03,1996,1,2592.0
1995-11-03,0.04,1996,1,3456.0
1995-11-04,0.03,1996,1,2592.0
1995-11-05,0.02,1996,1,1728.0
1995-11-06,0.04,1996,1,3456.0
1995-11-07,0.02,1996,1,1728.0
1995-11-08,0.01,1996,1,864.0
1995-11-09,0.01,1996,1,864.0
1995-11-10,0.02,1996,1,1728.0
1995-11-11,0.05,1996,1,4320.0
1995-11-12,0.04,1996,1,3456.0
1995-11-13,0.04,1996,1,3456.0
1995-11-14,0.04,1996,1,3456.0
1995-11-15,0.04,1996,1,3456.0
1995-11-16,0.03,1996,1,2592.0
1995-11-17,0.02,1996,1,1728.0
1995-11-18,0.04,1996,1,3456.0
1995-11-19,0.03,1996,1,2592.0
1995-11-20,0.03,1996,1,2592.0
1995-11-21,0.04,1996,1,3456.0
1995-11-22,0.04,1996,1,3456.0
1995-11-23,0.04,1996,1,3456.0
1995-11-24,0.03,1996,1,2592.0
1995-11-25,0.02,1996,1,1728.0
1995-11-26,0.02,1996,1,1728.0
1995-11-27,0.04,1996,1,3456.0
1995-11-28,0.04,1996,1,3456.0
1995-11-29,0.03,1996,1,2592.0
1995-11-30,0.02,1996,1,1728.0
1995-12-01,0.03,1996,1,2592.0
1995-12-02,0.03,1996,1,2592.0
1995-12-03,0.12,1996,1,10368.0
1995-12-04,0.05,1996,1,4320.0
1995-12-05,0.04,1996,1,3456.0
1995-12-06,0.04,1996,1,3456.0
1995-12-07,0.04,1996,1,3456.0
1995-12-08,0.16,1996,1,13824.0
1995-12-09,0.46,1996,1,39744.0
1995-12-10,0.07,1996,1,6048.000000000001
1995-12-11,0.05,1996,1,4320.0
1995-12-12,0.28,1996,1,24192.000000000004
1995-12-13,0.57,1996,1,49247.99999999999
1995-12-14,0.63,1996,1,54432.0
1995-12-15,0.69,1996,1,59615.99999999999
1995-12-16,0.93,1996,1,80352.0
1995-12-17,1.23,1996,1,106272.0
1995-12-18,1.23,1996,1,106272.0
1995-12-19,0.81,1996,1,69984.0
1995-12-20,0.93,1996,1,80352.0
1995-12-21,1.11,1996,1,95904.00000000001
1995-12-22,1.05,1996,1,90720.0
1995-12-23,1.05,1996,1,90720.0
1995-12-24,0.99,1996,1,85536.0
1995-12-25,0.99,1996,1,85536.0
1995-12-26,1.17,1996,1,101088.0
1995-12-27,4.16,1996,1,359424.0
1995-12-28,7.17,1996,1,619488.0
1995-12-29,7.51,1996,1,648864.0
1995-12-30,7.51,1996,1,648864.0
1995-12-31,9.85,1996,1,851040.0
1996-01-01,14.22,1996,2,1228608.0
1996-01-02,11.83,1996,2,1022112.0
1996-01-03,7.51,1996,2,648864.0
1996-01-04,6.5,1996,2,561600.0
1996-01-05,5.72,1996,2,494208.0
1996-01-06,5.98,1996,2,516672.00000000006
1996-01-07,8.51,1996,2,735264.0
1996-01-08,24.6,1996,2,2125440.0
1996-01-09,26.9,1996,2,2324160.0
1996-01-10,13.29,1996,2,1148256.0
1996-01-11,14.53,1996,2,1255392.0
1996-01-12,12.06,1996,2,1041984.0
1996-01-13,13.91,1996,2,1201824.0
1996-01-14,12.37,1996,2,1068768.0
1996-01-15,9.9,1996,2,855360.0
1996-01-16,8.05,1996,2,695520.0000000001
1996-01-17,7.14,1996,2,616896.0
1996-01-18,6.54,1996,2,565056.0
1996-01-19,5.63,1996,2,486432.0
1996-01-20,5.03,1996,2,434592.0
1996-01-21,4.81,1996,2,415583.99999999994
1996-01-22,5.33,1996,2,460512.0
1996-01-23,6.24,1996,2,539136.0
1996-01-24,9.9,1996,2,855360.0
1996-01-25,16.07,1996,2,1388448.0
1996-01-26,17.62,1996,2,1522368.0
1996-01-27,13.6,1996,2,1175040.0
1996-01-28,10.52,1996,2,908928.0
1996-01-29,9.9,1996,2,855360.0
1996-01-30,10.83,1996,2,935712.0
1996-01-31,10.83,1996,2,935712.0
1996-02-01,10.52,1996,2,908928.0
1996-02-02,12.98,1996,2,1121472.0
1996-02-03,24.69,1996,2,2133216.0
1996-02-04,27.66,1996,2,2389824.0
1996-02-05,21.46,1996,2,1854144.0
1996-02-06,18.26,1996,2,1577664.0000000002
1996-02-07,19.54,1996,2,1688256.0
1996-02-08,23.38,1996,2,2020032.0
1996-02-09,19.86,1996,2,1715904.0
1996-02-10,17.3,1996,2,1494720.0
1996-02-11,15.14,1996,2,1308096.0
1996-02-12,13.29,1996,2,1148256.0
1996-02-13,12.37,1996,2,1068768.0
1996-02-14,11.44,1996,2,988416.0
1996-02-15,10.83,1996,2,935712.0
1996-02-16,9.59,1996,2,828576.0
1996-02-17,8.67,1996,2,749088.0
1996-02-18,7.75,1996,2,669600.0
1996-02-19,7.14,1996,2,616896.0
1996-02-20,7.14,1996,2,616896.0
1996-02-21,7.14,1996,2,616896.0
1996-02-22,6.84,1996,2,590976.0
1996-02-23,6.84,1996,2,590976.0
1996-02-24,6.54,1996,2,565056.0
1996-02-25,6.54,1996,2,565056.0
1996-02-26,6.54,1996,2,565056.0
1996-02-27,7.14,1996,2,616896.0
1996-02-28,7.14,1996,2,616896.0
1996-02-29,6.54,1996,2,565056.0
1996-03-01,6.84,1996,2,590976.0
1996-03-02,6.54,1996,2,565056.0
1996-03-03,6.54,1996,2,565056.0
1996-03-04,6.24,1996,2,539136.0
1996-03-05,5.03,1996,2,434592.0
1996-03-06,4.81,1996,2,415583.99999999994
1996-03-07,4.36,1996,2,376704.0
1996-03-08,4.36,1996,2,376704.0
1996-03-09,4.36,1996,2,376704.0
1996-03-10,3.47,1996,2,299808.0
1996-03-11,2.69,1996,2,232416.0
1996-03-12,2.12,1996,2,183168.0
1996-03-13,2.35,1996,2,203040.0
1996-03-14,2.8,1996,2,241919.99999999997
1996-03-15,3.25,1996,2,280800.0
1996-03-16,2.8,1996,2,241919.99999999997
1996-03-17,2.57,1996,2,222048.0
1996-03-18,1.67,1996,2,144288.0
1996-03-19,0.57,1996,2,49247.99999999999
1996-03-20,0.36,1996,2,31104.0
1996-03-21,0.36,1996,2,31104.0
1996-03-22,0.36,1996,2,31104.0
1996-03-23,0.27,1996,2,23328.0
1996-03-24,0.05,1996,2,4320.0
1996-03-25,0.05,1996,2,4320.0
1996-03-26,0.05,1996,2,4320.0
1996-03-27,0.05,1996,2,4320.0
1996-03-28,0.05,1996,2,4320.0
1996-03-29,0.05,1996,2,4320.0
1996-03-30,0.05,1996,2,4320.0
1996-03-31,0.05,1996,2,4320.0
1996-04-01,0.52,1996,3,44928.0
1996-04-02,0.77,1996,3,66528.0
1996-04-03,0.72,1996,3,62208.0
1996-04-04,0.47,1996,3,40608.0
1996-04-05,0.27,1996,3,23328.0
1996-04-06,0.67,1996,3,57888.0
1996-04-07,0.33,1996,3,28512.0
1996-04-08,0.92,1996,3,79488.0
1996-04-09,0.67,1996,3,57888.0
1996-04-10,0.57,1996,3,49247.99999999999
1996-04-11,0.47,1996,3,40608.0
1996-04-12,0.67,1996,3,57888.0
1996-04-13,0.36,1996,3,31104.0
1996-04-14,0.11,1996,3,9504.0
1996-04-15,0.11,1996,3,9504.0
1996-04-16,0.11,1996,3,9504.0
1996-04-17,0.18,1996,3,15552.0
1996-04-18,0.18,1996,3,15552.0
1996-04-19,0.18,1996,3,15552.0
1996-04-20,0.15,1996,3,12960.0
1996-04-21,0.15,1996,3,12960.0
1996-04-22,0.15,1996,3,12960.0
1996-04-23,0.15,1996,3,12960.0
1996-04-24,0.15,1996,3,12960.0
1996-04-25,0.12,1996,3,10368.0
1996-04-26,0.12,1996,3,10368.0
1996-04-27,0.12,1996,3,10368.0
1996-04-28,0.12,1996,3,10368.0
1996-04-29,0.12,1996,3,10368.0
1996-04-30,0.12,1996,3,10368.0
1996-05-01,0.12,1996,3,10368.0
1996-05-02,0.15,1996,3,12960.0
1996-05-03,0.08,1996,3,6912.0
1996-05-04,0.07,1996,3,6048.000000000001
1996-05-05,0.07,1996,3,6048.000000000001
1996-05-06,0.07,1996,3,6048.000000000001
1996-05-07,0.1,1996,3,8640.0
1996-05-08,0.52,1996,3,44928.0
1996-05-09,0.39,1996,3,33696.0
1996-05-10,0.08,1996,3,6912.0
1996-05-11,0.05,1996,3,4320.0
1996-05-12,0.06,1996,3,5184.0
1996-05-13,0.52,1996,3,44928.0
1996-05-14,0.08,1996,3,6912.0
1996-05-15,0.08,1996,3,6912.0
1996-05-16,0.07,1996,3,6048.000000000001
